sample_id,label,size_model,size_params_json,label_coarse,label_family,n_particles,pattern_params,seed_offset
sample_000191,C02_EdgeBiased,pareto,"{""alpha"": 1.528234167606926, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.1227163278788752}",,,123,"{""edge_bias"": 2.544287248590551, ""n_particles"": 123, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",191
sample_000192,C06_RadialLines,weibull,"{""k"": 2.44231152696823, ""lambda_um"": 0.36727020944352273, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,184,"{""angular_jitter_deg"": 0.6844060901630222, ""n_lines"": 8, ""n_particles"": 184, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 5.0, ""r_max_norm"": 0.924625551200869, ""r_min_norm"": 0.10014614604840437, ""sigma_perp_norm"": 0.06793918361159391}, ""r_max_ratio"": 0.8280866557032344, ""r_min_ratio"": 0.24307458302637203, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.010904902700031912, ""wafer_radius_mm"": 150.0}",192
sample_000193,scratch_vertical,weibull,"{""k"": 2.2038119490863766, ""lambda_um"": 0.339962342911854, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",line,scratch,136,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 136, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",193
sample_000194,C11_Hotspot_Elliptic,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.4182316718336083, ""per_sample"": true, ""sigma_log"": 0.6792783288762095}",,,130,"{""center_angle"": ""random"", ""center_angle_rad"": 3.0983174812385084, ""center_radius_ratio"": 0.673343755459166, ""mode"": ""random"", ""n_particles"": 130, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.321528480955709, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04991774453697151, ""sigma_y_ratio"": 0.027424503860845634, ""wafer_radius_mm"": 150.0}",194
sample_000195,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5109942661737189, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.05719714869062041}",,,93,"{""n_particles"": 93, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",195
sample_000196,C03_Ring,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.313754163030805, ""per_sample"": true, ""sigma_log"": 0.8280317761042779}",,,14,"{""n_particles"": 14, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.44450034423918927, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04641622271748272}",196
sample_000197,edge_sector_left,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7124045952774367, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.06580055526191955}",sector,edge_sector,79,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 79, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",197
sample_000198,C11_Hotspot_Elliptic,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.3673529636218147, ""per_sample"": true, ""sigma_log"": 0.8797078766222972}",,,90,"{""center_angle"": ""random"", ""center_angle_rad"": 4.826166284742825, ""center_radius_ratio"": 0.22056340157412965, ""mode"": ""random"", ""n_particles"": 90, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.889240103331036, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.0348224191081564, ""sigma_y_ratio"": 0.04798950074616035, ""wafer_radius_mm"": 150.0}",198
sample_000199,C09_Spiral,weibull,"{""k"": 0.969815799356925, ""lambda_um"": 0.37351614550862117, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,179,"{""end_r_ratio"": 0.7956647271483912, ""n_particles"": 179, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 24.72354032836875, ""width_norm"": 0.04748771140248394}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.10755411795920088, ""theta_max"": 12.134861445696735, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04289200116631555}",199
sample_000200,C07_StraightLine,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.48103686654871447, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07723309231497578}",,,81,"{""angle_deg"": 18.327199451701553, ""n_particles"": 81, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.08643654632435299, ""params"": {""segment_half_length_norm"": 0.14546941620997644, ""width_norm"": 0.042335995444860754}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7910078747553748, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.00988362700602706}",200
sample_000201,C03_Ring,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.561525637446438, ""per_sample"": true, ""sigma_log"": 0.7519753880394398}",,,82,"{""n_particles"": 82, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6759907138159297, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1112356028142075}",201
sample_000202,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.4257393644230654, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0739758543689177}",,,152,"{""n_particles"": 152, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",202
sample_000203,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5873446992701121, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.08989106560771672}",,,197,"{""n_particles"": 197, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7512570169193493, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1751676144537797}",203
sample_000204,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.4805315523300857, ""per_sample"": true, ""sigma_log"": 0.5986132386091554}",,,159,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.3187345900646297, ""arc_radius_ratio"": 0.6660564364445849, ""n_particles"": 159, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.7577033702283879, ""span_rad"": 0.4274393900337922, ""width_norm"": 0.03937653655187386}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 97.76366803767743, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0519773731978724}",204
sample_000205,C06_RadialLines,weibull,"{""k"": 2.4296697297451484, ""lambda_um"": 0.4419930864516816, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,43,"{""angular_jitter_deg"": 0.12770199632091195, ""n_lines"": 6, ""n_particles"": 43, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 2.0, ""r_max_norm"": 0.92266323528553, ""r_min_norm"": 0.14689921657363486, ""sigma_perp_norm"": 0.014656646242329104}, ""r_max_ratio"": 0.8063637506153247, ""r_min_ratio"": 0.1724561093931955, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.005841019443879103, ""wafer_radius_mm"": 150.0}",205
sample_000206,radial_lines,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.8945562284723909, ""per_sample"": true, ""sigma_log"": 0.2956144583495672}",line,radial_lines,56,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 56, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",206
sample_000207,edge_sector_left,weibull,"{""k"": 2.28342933827103, ""lambda_um"": 0.2898969998039967, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",sector,edge_sector,61,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 61, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",207
sample_000208,C04_Sector_Edge,weibull,"{""k"": 1.992119532724505, ""lambda_um"": 0.2750920540431693, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,120,"{""angle_center_rad"": 0.5851958890116599, ""angle_width_deg"": 45.31321122619561, ""edge_width_ratio"": 0.12441801929149039, ""n_particles"": 120, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.9760094223023374, ""radial_beta_beta"": 1.469303945906835, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.320138136114888, ""wafer_radius_mm"": 150.0}",208
sample_000209,C05_Sector_Internal,weibull,"{""k"": 1.5135917171111584, ""lambda_um"": 0.08183538525069738, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,167,"{""angle_center_rad"": 4.934484195305183, ""angle_width_deg"": 89.05031528891107, ""edge_margin_norm"": 0.05, ""n_particles"": 167, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.21069253847664315, ""r_outer_ratio"": 0.5922283913326387, ""radial_beta_alpha"": 2.3224500893719284, ""radial_beta_beta"": 1.9572274083161314, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 3.677751850548525, ""wafer_radius_mm"": 150.0}",209
sample_000210,C02_EdgeBiased,pareto,"{""alpha"": 1.9297264629077926, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.22836497178172022}",,,84,"{""edge_bias"": 3.497601804649885, ""n_particles"": 84, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",210
sample_000211,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.35665255089776476, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.02491955027918781}",,,87,"{""n_particles"": 87, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7135010489570517, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08729984382362577}",211
sample_000212,C01_Uniform,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.8669523008419184, ""per_sample"": true, ""sigma_log"": 0.635777771827708}",,,91,"{""n_particles"": 91, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",212
sample_000213,C06_RadialLines,weibull,"{""k"": 1.8495185421206781, ""lambda_um"": 0.38197603942224745, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,28,"{""angular_jitter_deg"": 0.39641610192407306, ""n_lines"": 8, ""n_particles"": 28, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 2.0, ""r_max_norm"": 0.7960882641564763, ""r_min_norm"": 0.2132698965650702, ""sigma_perp_norm"": 0.051062224105208824}, ""r_max_ratio"": 0.9639629073859267, ""r_min_ratio"": 0.1553233728684714, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.029493184793292937, ""wafer_radius_mm"": 150.0}",213
sample_000214,C04_Sector_Edge,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.3215461559100916, ""per_sample"": true, ""sigma_log"": 0.5803272708041214}",,,157,"{""angle_center_rad"": 3.915269691216454, ""angle_width_deg"": 69.65397427818374, ""edge_width_ratio"": 0.21861167995781727, ""n_particles"": 157, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.537391198873761, ""radial_beta_beta"": 2.708000921041183, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.189822521534463, ""wafer_radius_mm"": 150.0}",214
sample_000215,C08_CurvedScratch,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.2288498342501373, ""per_sample"": true, ""sigma_log"": 0.8346463091462899}",,,126,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 5.072005114032412, ""arc_radius_ratio"": 0.6680309618688349, ""n_particles"": 126, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.7414280611116852, ""span_rad"": 0.7882934359281035, ""width_norm"": 0.04958760271262776}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 43.2805545746444, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.023139585520404495}",215
sample_000216,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.19312808559352368, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.06771633221195314}",,,80,"{""n_particles"": 80, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",216
sample_000217,C06_RadialLines,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7587837661639755, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.09708406918769047}",,,127,"{""angular_jitter_deg"": 2.656067497295706, ""n_lines"": 6, ""n_particles"": 127, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 2.0, ""r_max_norm"": 0.837708903435769, ""r_min_norm"": 0.16489380691005914, ""sigma_perp_norm"": 0.045380472711678096}, ""r_max_ratio"": 0.7716080207733474, ""r_min_ratio"": 0.012397353867707083, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.007246322284474606, ""wafer_radius_mm"": 150.0}",217
sample_000218,C11_Hotspot_Elliptic,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.381584764155957, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07957738194011209}",,,155,"{""center_angle"": ""random"", ""center_angle_rad"": 0.9372028065250755, ""center_radius_ratio"": 0.7710920393396394, ""mode"": ""random"", ""n_particles"": 155, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.5221578225556311, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.03304004397640079, ""sigma_y_ratio"": 0.06920022000870464, ""wafer_radius_mm"": 150.0}",218
sample_000219,C11_Hotspot_Elliptic,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.0635771595094305, ""per_sample"": true, ""sigma_log"": 0.4872011687555511}",,,154,"{""center_angle"": ""random"", ""center_angle_rad"": 2.030453369648548, ""center_radius_ratio"": 0.8467885363073107, ""mode"": ""random"", ""n_particles"": 154, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.0832484307244465, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.06292811917376848, ""sigma_y_ratio"": 0.020632382586061433, ""wafer_radius_mm"": 150.0}",219
sample_000220,C05_Sector_Internal,weibull,"{""k"": 1.666867696478104, ""lambda_um"": 0.3015077297758214, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,25,"{""angle_center_rad"": 4.272007527461993, ""angle_width_deg"": 56.10452559264725, ""edge_margin_norm"": 0.05, ""n_particles"": 25, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.13248211092733322, ""r_outer_ratio"": 0.7888968995821941, ""radial_beta_alpha"": 1.2211460019274734, ""radial_beta_beta"": 3.385367482231592, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 6.74731506603279, ""wafer_radius_mm"": 150.0}",220
sample_000221,C08_CurvedScratch,weibull,"{""k"": 1.8422333090340262, ""lambda_um"": 0.2001503511817618, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,154,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 3.447702590911309, ""arc_radius_ratio"": 0.7260947263385157, ""n_particles"": 154, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.8055366167534693, ""span_rad"": 0.7900673732744561, ""width_norm"": 0.04682710683368488}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 155.7524975562447, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.053836864507307014}",221
sample_000222,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.2531353021586386, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.056907045690345326}",,,115,"{""end_r_ratio"": 0.8851879482304505, ""n_particles"": 115, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 19.758208993804764, ""width_norm"": 0.0321176485102351}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.1443270039598247, ""theta_max"": 10.2973722488134, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.017653649564314988}",222
sample_000223,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.231775233560435, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.03769021848662053}",,,71,"{""n_particles"": 71, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8773654853113182, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.11933090751652274}",223
sample_000224,C02_EdgeBiased,pareto,"{""alpha"": 2.9223832059460335, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.24878050086491627}",,,176,"{""edge_bias"": 3.288446113186346, ""n_particles"": 176, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",224
sample_000225,C01_Uniform,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7463852096447006, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.04405649877895862}",,,83,"{""n_particles"": 83, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",225
sample_000226,C04_Sector_Edge,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5828493535168526, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.03493850304758998}",,,98,"{""angle_center_rad"": 2.0618191407130593, ""angle_width_deg"": 73.62154592532538, ""edge_width_ratio"": 0.18022452915896642, ""n_particles"": 98, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.1126458595974222, ""radial_beta_beta"": 1.153014865751686, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.927777754978576, ""wafer_radius_mm"": 150.0}",226
sample_000227,C01_Uniform,pareto,"{""alpha"": 3.460513015514088, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.08170225187396983}",,,32,"{""n_particles"": 32, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",227
sample_000228,C05_Sector_Internal,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.11694104739152529, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.0563093888218834}",,,33,"{""angle_center_rad"": 5.431163390468361, ""angle_width_deg"": 45.174120874963506, ""edge_margin_norm"": 0.05, ""n_particles"": 33, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.21092668172713186, ""r_outer_ratio"": 0.8165753643134661, ""radial_beta_alpha"": 3.2534114844812505, ""radial_beta_beta"": 3.109120194045378, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 3.5074248914298685, ""wafer_radius_mm"": 150.0}",228
