sample_id,label,label_coarse,n_particles,pattern_params,seed_offset
sample_000243,C11_Hotspot_Elliptic,,688,"{""center_angle"": ""random"", ""center_angle_rad"": 4.691801190101922, ""center_radius_ratio"": 0.5998222001103025, ""mode"": ""random"", ""n_particles"": 688, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.80660540797046, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.045605518302436074, ""sigma_y_ratio"": 0.04440766038322549, ""wafer_radius_mm"": 150.0}",243
sample_000244,C03_Ring,,789,"{""n_particles"": 789, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.48001167819898843, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.13827275280331744}",244
sample_000245,C01_Uniform,,1258,"{""n_particles"": 1258, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",245
sample_000246,C07_StraightLine,,750,"{""angle_deg"": 18.71570225048415, ""n_particles"": 750, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.16958252332956233, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6232517880203522, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.045291611097267155}",246
sample_000247,C03_Ring,,1211,"{""n_particles"": 1211, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8535574404255232, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0789569058711914}",247
sample_000248,C07_StraightLine,,835,"{""angle_deg"": 33.30471973224952, ""n_particles"": 835, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.16586386442484657, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6073075551900118, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.009217958352242223}",248
sample_000249,scratch_vertical,line,587,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 587, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",249
sample_000250,C01_Uniform,,806,"{""n_particles"": 806, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",250
sample_000251,C01_Uniform,,1009,"{""n_particles"": 1009, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",251
sample_000252,C01_Uniform,,565,"{""n_particles"": 565, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",252
sample_000253,C11_Hotspot_Elliptic,,544,"{""center_angle"": ""random"", ""center_angle_rad"": 1.34200567621426, ""center_radius_ratio"": 0.17987382367814433, ""mode"": ""random"", ""n_particles"": 544, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.868050681707982, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04095848659391304, ""sigma_y_ratio"": 0.07703874442894511, ""wafer_radius_mm"": 150.0}",253
sample_000254,C03_Ring,,798,"{""n_particles"": 798, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.777135623991142, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08475726803593017}",254
sample_000255,radial_lines,line,920,"{""angular_jitter_deg"": 2.0, ""n_lines"": 6, ""n_particles"": 920, ""name"": ""wafer_particles.pattern.radial_lines"", ""r_max_ratio"": 1.0, ""r_min_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",255
sample_000256,C11_Hotspot_Elliptic,,944,"{""center_angle"": ""random"", ""center_angle_rad"": 1.382104473232283, ""center_radius_ratio"": 0.8669601325222902, ""mode"": ""random"", ""n_particles"": 944, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.643552979751866, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.032577707377696184, ""sigma_y_ratio"": 0.03321397249742377, ""wafer_radius_mm"": 150.0}",256
sample_000257,C01_Uniform,,1462,"{""n_particles"": 1462, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",257
sample_000258,C01_Uniform,,1499,"{""n_particles"": 1499, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",258
sample_000259,C07_StraightLine,,661,"{""angle_deg"": 178.01431356359896, ""n_particles"": 661, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.10316843757085825, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7454744698872596, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03037000178456839}",259
sample_000260,random_uniform,random,818,"{""n_particles"": 818, ""name"": ""wafer_particles.pattern.random_uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",260
sample_000261,ring_wide,ring,856,"{""n_particles"": 856, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",261
sample_000262,C11_Hotspot_Elliptic,,1337,"{""center_angle"": ""random"", ""center_angle_rad"": 5.7219744088879825, ""center_radius_ratio"": 0.2705407523589924, ""mode"": ""random"", ""n_particles"": 1337, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.0625672118490765, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.1007434059034871, ""sigma_y_ratio"": 0.03129177935892335, ""wafer_radius_mm"": 150.0}",262
sample_000263,C11_Hotspot_Elliptic,,634,"{""center_angle"": ""random"", ""center_angle_rad"": 1.2404457676496154, ""center_radius_ratio"": 0.39726208026208304, ""mode"": ""random"", ""n_particles"": 634, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.9510650505832405, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.106373482443322, ""sigma_y_ratio"": 0.07691132971740469, ""wafer_radius_mm"": 150.0}",263
sample_000264,ring_narrow,ring,1098,"{""n_particles"": 1098, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",264
sample_000265,C03_Ring,,719,"{""n_particles"": 719, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5287288125888648, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08383201400145865}",265
sample_000266,edge_sector_right,sector,1057,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1057, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",266
sample_000267,ring_wide,ring,682,"{""n_particles"": 682, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",267
sample_000268,C07_StraightLine,,512,"{""angle_deg"": 128.7155652676687, ""n_particles"": 512, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2959133482100695, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7135123940785617, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.022377059612203647}",268
sample_000269,C03_Ring,,612,"{""n_particles"": 612, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5765589627199144, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03225627795360327}",269
sample_000270,C07_StraightLine,,1467,"{""angle_deg"": 0.06841837677211249, ""n_particles"": 1467, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.177388724003897, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6657706068044822, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04325475832421453}",270
sample_000271,C01_Uniform,,745,"{""n_particles"": 745, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",271
sample_000272,C11_Hotspot_Elliptic,,770,"{""center_angle"": ""random"", ""center_angle_rad"": 1.2382301775209064, ""center_radius_ratio"": 0.6214485249653546, ""mode"": ""random"", ""n_particles"": 770, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.0100994872206155, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.09448046560760005, ""sigma_y_ratio"": 0.039834388450535475, ""wafer_radius_mm"": 150.0}",272
sample_000273,C11_Hotspot_Elliptic,,606,"{""center_angle"": ""random"", ""center_angle_rad"": 5.9200045899913665, ""center_radius_ratio"": 0.7543711750036857, ""mode"": ""random"", ""n_particles"": 606, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.192944654656007, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07410065079841838, ""sigma_y_ratio"": 0.022417429965863593, ""wafer_radius_mm"": 150.0}",273
sample_000274,C01_Uniform,,1244,"{""n_particles"": 1244, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",274
sample_000275,C01_Uniform,,1121,"{""n_particles"": 1121, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",275
sample_000276,C04_Sector_Edge,,1458,"{""angle_center_rad"": 0.6922155251113706, ""angle_width_deg"": 41.4712850483328, ""edge_width_ratio"": 0.16928005489747755, ""n_particles"": 1458, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.596091273275979, ""radial_beta_beta"": 0.8747607186695796, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 2.72724863385401, ""wafer_radius_mm"": 150.0}",276
sample_000277,C11_Hotspot_Elliptic,,1494,"{""center_angle"": ""random"", ""center_angle_rad"": 3.8230191684694934, ""center_radius_ratio"": 0.0061902880562077715, ""mode"": ""random"", ""n_particles"": 1494, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 0.04333601898601525, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04652648486063668, ""sigma_y_ratio"": 0.03920214247172817, ""wafer_radius_mm"": 150.0}",277
sample_000278,C03_Ring,,1380,"{""n_particles"": 1380, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7034873042632533, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.16545057067703084}",278
sample_000279,C07_StraightLine,,991,"{""angle_deg"": 110.96976774589791, ""n_particles"": 991, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.1143560580563601, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.41188257556579316, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0461533886611909}",279
sample_000280,C03_Ring,,1410,"{""n_particles"": 1410, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.43506079484483634, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0876233269543523}",280
sample_000281,C11_Hotspot_Elliptic,,1277,"{""center_angle"": ""random"", ""center_angle_rad"": 5.165780113788877, ""center_radius_ratio"": 0.883608341723376, ""mode"": ""random"", ""n_particles"": 1277, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.6267941958104013, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07519603582409334, ""sigma_y_ratio"": 0.0320215946891036, ""wafer_radius_mm"": 150.0}",281
sample_000282,edge_sector_left,sector,1327,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1327, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",282
sample_000283,C07_StraightLine,,1195,"{""angle_deg"": 142.43516383935474, ""n_particles"": 1195, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.14112888672133184, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5007993901517264, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.024623319640733457}",283
sample_000284,C07_StraightLine,,732,"{""angle_deg"": 131.68314453213856, ""n_particles"": 732, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.11852148533629209, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5551777593081828, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.005487959527998235}",284
sample_000285,C03_Ring,,1000,"{""n_particles"": 1000, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7990508007415017, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.18470575750533086}",285
sample_000286,C11_Hotspot_Elliptic,,1071,"{""center_angle"": ""random"", ""center_angle_rad"": 2.35623397991761, ""center_radius_ratio"": 0.45956265961033593, ""mode"": ""random"", ""n_particles"": 1071, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.4359264342499856, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07069236884175117, ""sigma_y_ratio"": 0.044205277568833336, ""wafer_radius_mm"": 150.0}",286
sample_000287,C04_Sector_Edge,,1127,"{""angle_center_rad"": 3.96783437770456, ""angle_width_deg"": 77.5375412110696, ""edge_width_ratio"": 0.06700791968898982, ""n_particles"": 1127, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.277508053983418, ""radial_beta_beta"": 1.694893156552277, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.9208928150489757, ""wafer_radius_mm"": 150.0}",287
sample_000288,ring_narrow,ring,963,"{""n_particles"": 963, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",288
sample_000289,C11_Hotspot_Elliptic,,780,"{""center_angle"": ""random"", ""center_angle_rad"": 0.11224029959576354, ""center_radius_ratio"": 0.6407394028952509, ""mode"": ""random"", ""n_particles"": 780, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.874224752355027, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07573370746390527, ""sigma_y_ratio"": 0.04019705871567776, ""wafer_radius_mm"": 150.0}",289
sample_000290,C07_StraightLine,,972,"{""angle_deg"": 7.518543390652606, ""n_particles"": 972, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.13132691670032348, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7932708331109827, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.015697114141204314}",290
sample_000291,C07_StraightLine,,795,"{""angle_deg"": 24.846904730444702, ""n_particles"": 795, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.20059989898243277, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5875722750061159, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0416567863156655}",291
sample_000292,ring_narrow,ring,913,"{""n_particles"": 913, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",292
sample_000293,C07_StraightLine,,661,"{""angle_deg"": 57.92419678609905, ""n_particles"": 661, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.17589390336795757, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8186902924315711, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04191713364762848}",293
sample_000294,C04_Sector_Edge,,1523,"{""angle_center_rad"": 2.67506550400298, ""angle_width_deg"": 31.442283436852648, ""edge_width_ratio"": 0.25937607601714324, ""n_particles"": 1523, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.3665886705020263, ""radial_beta_beta"": 3.0367644103052687, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.979279644337085, ""wafer_radius_mm"": 150.0}",294
sample_000295,C01_Uniform,,729,"{""n_particles"": 729, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",295
sample_000296,C04_Sector_Edge,,1085,"{""angle_center_rad"": 1.1994018611438382, ""angle_width_deg"": 64.37015815507291, ""edge_width_ratio"": 0.13293897004619948, ""n_particles"": 1085, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.243891455372216, ""radial_beta_beta"": 0.974791502571551, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 2.044186008936304, ""wafer_radius_mm"": 150.0}",296
